make_model,price,body_type,type,warranty,mileage,gearbox,fuel_type,seller,engine_size,gears,co_emissions,drivetrain,extras,empty_weight,full_service_history,upholstery,previous_owner,energy_efficiency_class,age,power_kW,cons_avg,comfort_&_convenience_Package,entertainment_&_media_Package,safety_&_security_Package
Fiat Panda,16950.0,Compact,Pre-registered,No,10.0,Manual,Benzine,Dealer,999.0,6.0,116.0,Front,6,1055.0,No,Cloth,1.0,efficient,0.0,51.0,5.15,Standard,Standard,Safety Premium Package
Fiat 500,19999.0,Compact,Pre-registered,No,15.0,Manual,Benzine,Dealer,999.0,6.0,93.0,Front,6,1055.0,No,Cloth,1.0,efficient,0.0,51.0,4.1,Standard,Plus,Safety Premium Package
Fiat 500,14450.0,Compact,Used,Yes,31420.0,Manual,Benzine,Dealer,1242.0,5.0,0.0,Front,1,840.0,Yes,Cloth,1.0,unefficient,3.0,51.0,4.3,Standard,Standard,Safety Premium Package
Fiat Panda,10290.0,Compact,Used,Yes,80583.0,Automatic,Benzine,Dealer,875.0,5.0,88.0,Front,2,955.0,No,Cloth,1.0,efficient,5.0,59.0,5.15,Standard,Standard,Safety Premium Package
Fiat 500,10990.0,Compact,Used,Yes,60026.0,Automatic,Benzine,Dealer,875.0,5.0,88.0,Front,1,915.0,No,Cloth,2.0,efficient,6.0,59.0,4.15,Standard,Standard,Safety Premium Package
Fiat 500,8200.0,Compact,Used,Yes,81000.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,865.0,No,Cloth,1.0,unefficient,9.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,7390.0,Compact,Used,No,97284.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,1,840.0,No,Cloth,1.0,unefficient,9.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,10800.0,Compact,Used,Yes,115000.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,1,940.0,No,Part/Full Leather,1.0,efficient,6.0,51.0,4.9,Standard,Standard,Safety Premium Package
Fiat Panda,3500.0,Compact,Used,No,183200.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,1,930.0,Yes,Cloth,2.0,efficient,16.0,44.0,5.6,Standard,Standard,Safety Standard Package
Fiat 500,27765.0,Compact,Used,No,11100.0,Automatic,Benzine,Dealer,1242.0,5.0,93.0,Front,2,1365.0,No,Cloth,1.0,efficient,1.0,87.0,4.15,Standard,Plus,Safety Premium Package
Fiat Panda,15950.0,Compact,Pre-registered,No,10.0,Manual,Benzine,Dealer,999.0,6.0,116.0,Front,6,1055.0,No,Cloth,1.0,efficient,0.0,51.0,5.15,Standard,Standard,Safety Premium Package
Fiat 500,14900.0,Compact,Used,No,5000.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Cloth,1.0,efficient,1.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,10945.0,Compact,Used,No,35667.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,1,905.0,Yes,Cloth,8.0,unefficient,5.0,60.0,3.8,Standard,Plus,Safety Premium Package
Fiat Panda,15990.0,Compact,Used,No,43900.0,Manual,Benzine,Dealer,875.0,6.0,116.0,4WD,5,1165.0,Yes,Part/Full Leather,1.0,unefficient,3.0,63.0,5.1,Premium,Plus,Safety Premium Package
Fiat 500,12700.0,Compact,Used,Yes,33500.0,Manual,Benzine,Dealer,999.0,6.0,93.0,Front,1,980.0,No,Cloth,1.0,unefficient,2.0,51.0,4.7,Standard,Standard,Safety Premium Package
Fiat 500,18230.0,Compact,Pre-registered,Yes,10.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,9440.0,Compact,Used,No,53489.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,1,905.0,Yes,Part/Full Leather,1.0,efficient,6.0,59.0,3.8,Standard,Standard,Safety Premium Package
Fiat 500,17900.0,Compact,Pre-registered,Yes,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,4,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,15913.0,Compact,Used,Yes,66818.0,Manual,Liquid/Natural Gas,Dealer,1242.0,5.0,104.0,Front,2,1055.0,No,Cloth,1.0,unefficient,2.0,51.0,6.5,Standard,Standard,Safety Premium Plus Package
Fiat 500,12990.0,Compact,Used,Yes,12117.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Cloth,1.0,efficient,1.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,12990.0,Compact,Used,Yes,30704.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,2,905.0,Yes,Cloth,1.0,unefficient,4.0,59.0,4.15,Standard,Plus,Safety Premium Package
Fiat 500,10900.0,Compact,Used,No,40395.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,1,905.0,No,Cloth,8.0,unefficient,4.0,60.0,3.8,Standard,Standard,Safety Premium Package
Fiat Panda,4300.0,Compact,Used,Yes,100000.0,Manual,Benzine,Dealer,1200.0,5.0,116.0,Front,2,1055.0,No,Part/Full Leather,1.0,efficient,8.0,44.0,5.15,Standard,Standard,Safety Premium Plus Package
Fiat 500,17200.0,Compact,Pre-registered,Yes,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Cloth,1.0,efficient,0.0,51.0,3.9,Standard,Standard,Safety Premium Package
Fiat 500,17790.0,Compact,Pre-registered,Yes,10.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,2,1055.0,No,Cloth,1.0,efficient,0.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat Panda,5490.0,Compact,Used,Yes,68000.0,Manual,Benzine,Dealer,1242.0,5.0,116.0,Front,2,860.0,No,Part/Full Leather,6.0,efficient,14.0,44.0,5.6,Standard,Standard,Safety Standard Package
Fiat 500,17000.0,Compact,Used,No,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,10,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,11190.0,Compact,Used,No,19072.0,Manual,Benzine,Dealer,1200.0,5.0,108.0,Front,1,960.0,No,Part/Full Leather,1.0,unefficient,4.0,51.0,5.1,Standard,Standard,Safety Premium Package
Fiat 500,12488.0,Compact,Used,Yes,92700.0,Manual,Diesel,Dealer,1248.0,5.0,89.0,Front,1,1055.0,No,Cloth,1.0,efficient,6.0,70.0,3.4,Standard,Standard,Safety Premium Plus Package
Fiat 500,9900.0,Compact,Used,No,50200.0,Automatic,Benzine,Dealer,1242.0,5.0,93.0,Front,4,1055.0,Yes,Cloth,1.0,unefficient,10.0,51.0,4.15,Standard,Standard,Safety Standard Package
Fiat 500,17200.0,Compact,Pre-registered,No,1.0,Manual,Benzine,Dealer,1242.0,6.0,93.0,Front,2,1055.0,No,Cloth,1.0,efficient,0.0,51.0,4.15,Standard,Plus,Safety Premium Plus Package
Fiat 500,27800.0,Compact,Used,Yes,10.0,Automatic,Electric,Dealer,0.0,1.0,0.0,Front,5,1365.0,No,Cloth,1.0,efficient,0.0,43.0,2.359,Standard,Plus,Safety Premium Package
Fiat 500,13790.0,Compact,Used,Yes,27401.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,1,905.0,No,Cloth,1.0,unefficient,4.0,59.0,4.15,Standard,Standard,Safety Premium Package
Fiat 500,7450.0,Compact,Used,No,130118.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,1,905.0,Yes,Cloth,1.0,efficient,7.0,59.0,3.8,Standard,Standard,Safety Premium Package
Fiat 500,17990.0,Compact,Pre-registered,Yes,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Cloth,1.0,efficient,0.0,51.0,3.9,Premium,Plus,Safety Premium Package
Fiat Panda,7999.0,Compact,Used,No,60000.0,Manual,Benzine,Dealer,1242.0,5.0,116.0,Front,1,1055.0,Yes,Cloth,1.0,efficient,8.0,63.0,0.0,Standard,Standard,Safety Standard Package
Fiat 500,17450.0,Compact,Used,Yes,22605.0,Automatic,Benzine,Dealer,1242.0,5.0,114.0,Front,1,950.0,Yes,Part/Full Leather,1.0,unefficient,2.0,51.0,5.8,Standard,Standard,Safety Premium Package
Fiat 500,19999.0,Compact,Pre-registered,No,10.0,Manual,Benzine,Dealer,999.0,6.0,93.0,Front,5,1055.0,Yes,Cloth,1.0,efficient,0.0,51.0,4.1,Premium,Standard,Safety Premium Package
Fiat 500,9990.0,Compact,Used,Yes,58815.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,1,905.0,No,Cloth,1.0,efficient,6.0,59.0,4.15,Standard,Standard,Safety Premium Package
Fiat 500,9250.0,Compact,Used,Yes,72655.0,Manual,Benzine,Dealer,964.0,5.0,88.0,Front,1,840.0,Yes,Cloth,3.0,unefficient,5.0,44.0,3.8,Standard,Standard,Safety Premium Package
Fiat 500,13780.0,Compact,Used,Yes,20069.0,Manual,Benzine,Dealer,1242.0,6.0,93.0,Front,3,1055.0,No,Part/Full Leather,1.0,efficient,1.0,52.0,4.8,Premium,Plus,Safety Premium Package
Fiat 500,8900.0,Compact,Used,Yes,138000.0,Manual,Benzine,Dealer,1242.0,5.0,113.0,Front,1,975.0,No,Cloth,1.0,unefficient,11.0,51.0,4.8,Standard,Standard,Safety Standard Package
Fiat 500,10900.0,Compact,Used,Yes,99000.0,Manual,Benzine,Dealer,1242.0,5.0,119.0,Front,2,975.0,No,Part/Full Leather,1.0,efficient,7.0,51.0,5.1,Standard,Standard,Safety Premium Package
Fiat 500,10899.0,Compact,Used,No,49660.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,2,905.0,Yes,Cloth,1.0,efficient,6.0,59.0,3.8,Premium,Plus,Safety Premium Package
Fiat Panda,11450.0,Compact,Used,Yes,53607.0,Manual,Benzine,Dealer,1242.0,5.0,116.0,Front,2,1055.0,No,Cloth,1.0,unefficient,2.0,51.0,5.4,Standard,Standard,Safety Premium Package
Fiat 500,12990.0,Compact,Used,Yes,51167.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,3,905.0,Yes,Cloth,1.0,unefficient,4.0,60.0,3.8,Premium,Plus,Safety Premium Package
Fiat 500,14475.0,Compact,Used,No,14362.0,Automatic,Benzine,Dealer,1242.0,5.0,139.0,Front,4,1070.0,No,Cloth,3.0,unefficient,3.0,51.0,5.0,Standard,Standard,Safety Premium Package
Fiat 500,9050.0,Compact,Used,Yes,50999.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,1,905.0,Yes,Part/Full Leather,9.0,efficient,6.0,60.0,3.8,Standard,Standard,Safety Premium Package
Fiat Panda,4500.0,Compact,Used,No,135979.0,Manual,Diesel,Dealer,1248.0,5.0,110.5,Front,1,1055.0,No,Cloth,2.0,efficient,18.0,51.0,4.4,Standard,Standard,Safety Premium Package
Fiat 500,10950.0,Compact,Used,Yes,66000.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,10,940.0,Yes,Part/Full Leather,2.0,efficient,6.0,51.0,4.3,Standard,Standard,Safety Premium Package
Fiat 500,6450.0,Compact,Used,No,124291.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,840.0,Yes,Cloth,1.0,efficient,8.0,51.0,4.7,Premium,Standard,Safety Premium Package
Fiat 500,7490.0,Compact,Used,No,83575.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,1055.0,No,Cloth,1.0,efficient,7.0,51.0,4.15,Standard,Standard,Safety Premium Package
Fiat 500,12990.0,Compact,Used,Yes,15050.0,Manual,Benzine,Dealer,1242.0,5.0,0.0,Front,2,1055.0,No,Part/Full Leather,2.0,unefficient,3.0,51.0,4.15,Standard,Plus,Safety Standard Package
Fiat 500,11350.0,Compact,Used,Yes,28900.0,Manual,Liquid/Natural Gas,Dealer,1242.0,5.0,116.5,Front,1,865.0,No,Part/Full Leather,2.0,unefficient,3.0,51.0,6.6,Standard,Standard,Safety Standard Package
Fiat 500,9199.0,Compact,Used,Yes,87104.0,Manual,Benzine,Dealer,1242.0,5.0,111.0,Front,1,840.0,Yes,Part/Full Leather,1.0,efficient,7.0,51.0,4.7,Premium,Standard,Safety Premium Package
Fiat 500C,16480.0,Compact,Used,No,600.0,Manual,Benzine,Dealer,999.0,5.0,109.0,Front,2,905.0,Yes,Cloth,1.0,efficient,0.0,51.0,4.75,Standard,Plus,Safety Premium Package
Fiat 500,7990.0,Compact,Used,No,90744.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,4,1055.0,No,Cloth,1.0,efficient,8.0,51.0,4.15,Standard,Standard,Safety Premium Package
Fiat Tipo,13500.0,Compact,Used,No,15350.0,Manual,Benzine,Dealer,1368.0,6.0,0.0,Front,1,1195.0,Yes,Cloth,2.0,efficient,4.0,70.0,6.5,Premium,Standard,Safety Premium Package
Fiat 500,15590.0,Compact,Used,Yes,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,6650.0,Compact,Used,No,135932.0,Manual,Benzine,Dealer,875.0,5.0,92.0,Front,1,905.0,Yes,Part/Full Leather,1.0,unefficient,9.0,63.0,4.0,Standard,Standard,Safety Standard Package
Fiat Panda,10490.0,Compact,Used,No,7042.0,Manual,Benzine,Dealer,1242.0,5.0,116.0,Front,2,1055.0,No,Cloth,1.0,unefficient,2.0,51.0,5.15,Premium,Plus,Safety Premium Package
Fiat 500,9400.0,Compact,Used,No,84000.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,1055.0,No,Cloth,1.0,efficient,8.0,51.0,4.15,Standard,Standard,Safety Premium Package
Fiat 500,19599.0,Compact,Pre-registered,Yes,15.0,Manual,Benzine,Dealer,999.0,6.0,93.0,Front,5,1055.0,No,Cloth,1.0,efficient,0.0,51.0,4.1,Standard,Plus,Safety Premium Package
Fiat 500,10990.0,Compact,Used,Yes,60089.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,1055.0,No,Cloth,2.0,unefficient,4.0,51.0,4.15,Standard,Standard,Safety Standard Package
Fiat 500,7840.0,Compact,Used,No,32910.0,Manual,Benzine,Dealer,964.0,5.0,88.0,Front,1,840.0,Yes,Cloth,1.0,efficient,8.0,44.0,3.8,Standard,Standard,Safety Premium Package
Fiat 500,11750.0,Compact,Used,Yes,50731.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,2,840.0,Yes,Part/Full Leather,1.0,unefficient,4.0,51.0,4.3,Standard,Standard,Safety Premium Package
Fiat 500C,10990.0,Compact,Used,No,37458.0,Manual,Benzine,Dealer,1242.0,5.0,110.0,Front,1,905.0,No,Cloth,1.0,efficient,7.0,51.0,4.7,Standard,Standard,Safety Premium Plus Package
Fiat 500,17400.0,Compact,Pre-registered,No,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,3.9,Premium,Plus,Safety Premium Package
Fiat 500,15970.0,Compact,Used,No,3000.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,2,1055.0,No,Part/Full Leather,1.0,efficient,1.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,13480.0,Compact,Used,Yes,15071.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,5,980.0,Yes,Part/Full Leather,1.0,efficient,1.0,52.0,4.2,Premium,Plus,Safety Premium Package
Fiat 500,14975.0,Compact,Employee's car,Yes,15754.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,2,1055.0,No,Part/Full Leather,1.0,unefficient,2.0,51.0,3.9,Premium,Plus,Safety Premium Package
Fiat 500,14900.0,Compact,Employee's car,No,5850.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Cloth,1.0,efficient,1.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,12500.0,Compact,Used,Yes,25500.0,Manual,Benzine,Dealer,1242.0,5.0,123.0,Front,8,960.0,Yes,Cloth,2.0,unefficient,3.0,51.0,5.3,Standard,Standard,Safety Premium Package
Fiat 500,11990.0,Compact,Used,Yes,51673.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,1055.0,No,Part/Full Leather,2.0,unefficient,3.0,51.0,4.15,Standard,Standard,Safety Premium Package
Fiat 500,9290.0,Compact,Used,No,60742.0,Manual,Diesel,Dealer,1248.0,5.0,89.0,Front,2,1055.0,No,Part/Full Leather,1.0,efficient,8.0,51.0,3.4,Standard,Standard,Safety Premium Package
Fiat 500,12590.0,Compact,Used,No,25593.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,4,940.0,Yes,Part/Full Leather,2.0,unefficient,4.0,51.0,4.9,Premium,Plus,Safety Premium Package
Fiat 500,10390.0,Compact,Used,No,37500.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,4,940.0,Yes,Cloth,2.0,unefficient,5.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500,8495.0,Compact,Used,No,43869.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,2,905.0,Yes,Part/Full Leather,1.0,efficient,8.0,59.0,3.8,Standard,Standard,Safety Premium Package
Fiat 500,15900.0,Compact,Used,Yes,38235.0,Automatic,Benzine,Dealer,1242.0,5.0,115.0,Front,2,940.0,No,Part/Full Leather,2.0,unefficient,5.0,51.0,4.9,Standard,Standard,Safety Premium Package
Fiat 500,18390.0,Compact,Pre-registered,Yes,10.0,Manual,Liquid/Natural Gas,Dealer,1242.0,5.0,129.0,Front,2,1035.0,No,Part/Full Leather,1.0,efficient,0.0,51.0,5.6,Standard,Plus,Safety Premium Package
Fiat Panda,4500.0,Compact,Used,No,85357.0,Manual,Benzine,Dealer,1242.0,5.0,110.0,Front,1,835.0,Yes,Cloth,1.0,efficient,10.0,51.0,4.8,Standard,Standard,Safety Standard Package
Fiat 500,14900.0,Compact,Used,Yes,42545.0,Manual,Benzine,Dealer,1242.0,5.0,110.0,Front,4,960.0,No,Part/Full Leather,1.0,unefficient,2.0,51.0,4.9,Standard,Plus,Safety Premium Package
Fiat 500,15999.0,Compact,Used,Yes,15018.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,2,1055.0,No,Part/Full Leather,1.0,efficient,1.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,14500.0,Compact,Used,No,16400.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Part/Full Leather,1.0,unefficient,2.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat Panda,10600.0,Compact,Used,Yes,65000.0,Manual,Liquid/Natural Gas,Dealer,1242.0,5.0,114.0,Front,1,1075.0,No,Cloth,1.0,unefficient,3.0,51.0,5.0,Standard,Plus,Safety Premium Package
Fiat Panda,4400.0,Compact,Used,Yes,115961.0,Manual,Benzine,Dealer,1242.0,5.0,110.0,Front,2,835.0,Yes,Cloth,3.0,efficient,10.0,51.0,4.8,Standard,Standard,Safety Standard Package
Fiat Panda,7500.0,Compact,Used,No,90857.0,Manual,Liquid/Natural Gas,Dealer,875.0,5.0,85.0,Front,3,1080.0,No,Cloth,1.0,efficient,8.0,59.0,3.1,Standard,Standard,Safety Premium Package
Fiat 500,11900.0,Compact,Used,Yes,59215.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,865.0,No,Part/Full Leather,2.0,unefficient,4.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500,14500.0,Compact,Used,Yes,23450.0,Manual,Diesel,Dealer,1248.0,5.0,89.0,Front,1,980.0,No,Cloth,2.0,unefficient,5.0,70.0,3.4,Standard,Standard,Safety Premium Package
Fiat Panda,5000.0,Compact,Used,No,145000.0,Manual,Benzine,Dealer,1242.0,5.0,155.0,4WD,1,965.0,No,Cloth,2.0,efficient,16.0,44.0,6.6,Standard,Standard,Safety Standard Package
Fiat 500,6900.0,Compact,Used,No,155000.0,Manual,Benzine,Dealer,1242.0,5.0,113.0,Front,1,975.0,No,Cloth,2.0,unefficient,12.0,51.0,4.8,Standard,Standard,Safety Standard Package
Fiat 500,16900.0,Compact,Used,Yes,29900.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,10,940.0,Yes,Part/Full Leather,2.0,efficient,6.0,51.0,4.9,Standard,Standard,Safety Premium Package
Fiat Panda,14633.0,Compact,Used,Yes,21282.0,Manual,Benzine,Dealer,1242.0,5.0,129.0,Front,2,1055.0,No,Cloth,1.0,unefficient,3.0,51.0,4.6,Standard,Standard,Safety Premium Plus Package
Fiat 500,12800.0,Compact,Used,Yes,34776.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,865.0,No,Part/Full Leather,1.0,unefficient,3.0,51.0,4.9,Standard,Standard,Safety Premium Plus Package
Fiat 500,15900.0,Compact,Used,Yes,34941.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,865.0,No,Part/Full Leather,1.0,unefficient,3.0,51.0,5.2,Standard,Standard,Safety Standard Package
Fiat Panda,11495.0,Compact,Used,No,31953.0,Automatic,Benzine,Dealer,875.0,5.0,88.0,Front,2,955.0,No,Cloth,2.0,efficient,6.0,59.0,3.8,Standard,Standard,Safety Premium Package
Fiat Tipo,14299.0,Compact,Used,Yes,20656.0,Manual,Benzine,Dealer,1368.0,6.0,129.0,Front,2,1195.0,No,Cloth,1.0,unefficient,3.0,71.0,6.5,Standard,Standard,Safety Premium Package
Fiat 500,9950.0,Compact,Used,No,38488.0,Manual,Benzine,Dealer,875.0,5.0,88.0,Front,2,905.0,Yes,Cloth,4.0,efficient,6.0,60.0,3.8,Standard,Plus,Safety Premium Package
Fiat Panda,12690.0,Compact,Used,Yes,13400.0,Manual,Benzine,Dealer,999.0,6.0,118.0,Front,3,1055.0,No,Cloth,1.0,efficient,1.0,51.0,3.9,Standard,Standard,Safety Premium Package
Fiat Panda,14633.0,Compact,Used,Yes,21282.0,Manual,Benzine,Dealer,1242.0,5.0,129.0,Front,2,1055.0,No,Cloth,1.0,unefficient,3.0,51.0,4.6,Standard,Standard,Safety Premium Plus Package
Fiat Panda,5900.0,Compact,Used,Yes,56212.0,Manual,Benzine,Dealer,1242.0,5.0,116.0,Front,2,860.0,No,Cloth,2.0,efficient,12.0,44.0,5.0,Standard,Standard,Safety Standard Package
Fiat Panda,9490.0,Compact,Used,Yes,87710.0,Manual,Liquid/Natural Gas,Dealer,875.0,5.0,85.0,Front,3,1080.0,No,Cloth,2.0,efficient,5.0,59.0,3.1,Standard,Standard,Safety Premium Package
Fiat 500,13380.0,Compact,Used,Yes,26979.0,Manual,Benzine,Dealer,1242.0,6.0,93.0,Front,6,1055.0,No,Part/Full Leather,1.0,efficient,1.0,52.0,6.2,Premium,Plus,Safety Premium Package
Fiat 500,16900.0,Compact,Used,No,1.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,980.0,No,Part/Full Leather,1.0,efficient,0.0,52.0,3.9,Standard,Standard,Safety Premium Plus Package
Fiat Panda,5899.0,Compact,Used,No,80119.0,Manual,Benzine,Dealer,964.0,5.0,88.0,Front,2,930.0,Yes,Cloth,1.0,efficient,8.0,44.0,3.8,Standard,Standard,Safety Premium Package
Fiat 500,16400.0,Compact,Used,Yes,29949.0,Manual,Benzine,Dealer,999.0,6.0,119.0,Front,2,1055.0,No,Cloth,1.0,efficient,1.0,51.0,3.0,Standard,Standard,Safety Premium Package
Fiat 500,6500.0,Compact,Used,No,91925.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,865.0,No,Cloth,3.0,unefficient,10.0,51.0,5.1,Standard,Standard,Safety Premium Plus Package
Fiat 500,12890.0,Compact,Used,No,45509.0,Manual,Benzine,Dealer,1242.0,5.0,115.0,Front,2,865.0,No,Cloth,2.0,unefficient,5.0,51.0,4.9,Standard,Standard,Safety Premium Plus Package
Fiat 500,17970.0,Compact,Used,No,11000.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,2,1055.0,No,Cloth,1.0,efficient,1.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,12500.0,Compact,Used,Yes,23000.0,Manual,Benzine,Dealer,1242.0,5.0,93.0,Front,1,1055.0,Yes,Cloth,1.0,unefficient,5.0,51.0,4.15,Standard,Standard,Safety Premium Plus Package
Fiat 500,14500.0,Compact,Employee's car,Yes,27656.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Cloth,1.0,unefficient,2.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,14900.0,Compact,Employee's car,No,6800.0,Manual,Benzine,Dealer,999.0,6.0,88.0,Front,1,1055.0,No,Cloth,1.0,unefficient,2.0,51.0,3.9,Standard,Plus,Safety Premium Package
Fiat 500,15775.0,Compact,Used,No,14774.0,Manual,Benzine,Dealer,999.0,6.0,119.0,Front,5,1075.0,Yes,Part/Full Leather,2.0,unefficient,2.0,51.0,4.1,Standard,Plus,Safety Premium Package
Fiat 500,16499.0,Compact,Used,No,19222.0,Manual,Benzine,Dealer,999.0,5.0,108.0,Front,3,1055.0,No,Part/Full Leather,1.0,efficient,1.0,51.0,4.15,Standard,Standard,Safety Premium Package
Fiat Panda,9300.0,Compact,Used,No,47200.0,Manual,Liquid/Natural Gas,Dealer,875.0,5.0,85.0,Front,5,1080.0,Yes,Cloth,1.0,efficient,4.0,62.0,3.1,Standard,Standard,Safety Premium Package
Fiat 500,16499.0,Compact,Used,No,15275.0,Manual,Benzine,Dealer,999.0,5.0,108.0,Front,3,1055.0,No,Part/Full Leather,1.0,efficient,1.0,51.0,4.15,Standard,Standard,Safety Premium Package
Fiat 500,29300.0,Convertible,Pre-registered,Yes,10.0,Automatic,Electric,Dealer,1200.0,1.0,0.0,Front,1,880.0,No,Cloth,1.0,efficient,1.0,87.0,2.359,Premium,Standard,Safety Premium Package
Fiat 500,16400.0,Convertible,Pre-registered,Yes,4500.0,Manual,Benzine,Dealer,999.0,5.0,115.0,Front,1,980.0,No,Cloth,1.0,efficient,0.0,51.0,5.3,Premium,Standard,Safety Premium Package
Fiat 500,15500.0,Convertible,Used,Yes,59913.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Cloth,1.0,unefficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,12750.0,Convertible,Used,Yes,29998.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,1.0,unefficient,3.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,19990.0,Convertible,Used,Yes,22738.0,Automatic,Benzine,Dealer,1242.0,5.0,111.0,Front,4,1015.0,Yes,Cloth,2.0,unefficient,3.0,51.0,4.8,Premium,Standard,Safety Premium Package
Fiat 500,15500.0,Convertible,Used,Yes,59913.0,Manual,Benzine,Dealer,1200.0,5.0,115.0,Front,1,980.0,No,Cloth,1.0,unefficient,4.0,51.0,4.9,Premium,Standard,Safety Premium Package
Fiat 500C,11299.0,Convertible,Used,Yes,46894.0,Manual,Benzine,Dealer,1242.0,5.0,99.0,Front,1,905.0,No,Cloth,2.0,efficient,5.0,51.0,5.1,Standard,Standard,Safety Standard Package
Fiat 500C,34990.0,Convertible,Used,Yes,6824.0,Automatic,Benzine,Dealer,1242.0,1.0,99.0,Front,7,1405.0,Yes,Part/Full Leather,1.0,efficient,1.0,87.0,4.9,Premium,Plus,Safety Premium Package
